,base,CH4,NOx,VOC,HC,N2O,temp
historical_best,16.785833821501047,0.00016925302211677194,-0.0034241610295753467,0.00019836965091554588,2.5314611423864167e-05,-0.0009498909887008204,-0.046299999999999994
